;localidade;tipo;loc_x;loc_y;mercado_mais_proximo;farmacia_mais_proxima;escola_mais_proxima;num_penit_4km;num_penit_500m;idade_imovel;area;preco
442;localidade 3;tipo 1;0.6554613809986574;0.1182625162440357;1193.1937639893586;3247.521455590772;2161.1770431239747;0;0;42;58.0;618200
443;localidade 3;tipo 1;0.2606549381307069;0.0767843628172265;;4330.8614195844175;;0;0;16;142.0;1083600
444;localidade 2;tipo 1;0.5404964204826189;0.4196107278702887;263.9259402037835;3410.796620666617;1830.5685960934272;1;0;2;173.0;213400
445;localidade 1;tipo 2;0.0464442104281277;0.1394996353999557;3748.7209870253528;5970.294132862536;1718.5287203764733;1;0;5;61.0;479000
446;localidade 4;tipo 2;0.9970166926434221;0.9931963157409188;9733.44309571797;5699.450783205412;5854.673341367476;0;0;11;60.0;316500
447;localidade 3;tipo 1;0.1001958159820295;0.7933234173300134;3971.5246913542733;642.7159462532945;4709.473253416053;0;0;41;150.0;652200
448;localidade 2;tipo 1;0.2903117428022506;0.5714202933156771;2922.489118260949;2975.219146449521;2464.8555718038315;1;0;5;130.0;190300
449;localidade 4;tipo 2;0.0258201754638506;0.6793548310292952;3296.468476591513;1511.618168940518;;0;0;8;81.0;338600
450;localidade 4;tipo 2;0.735287061669582;0.6459274427245772;5550.897581382861;1719.9394601109107;1654.2658578645965;1;0;12;227.0;281700
451;localidade 4;tipo 1;0.9524466072041264;0.6576377026898667;6585.57657145394;3890.8594685214216;2983.0424401214764;0;0;14;90.0;598400
452;localidade 3;tipo 2;0.1593537001126703;0.7005936158683155;2915.5333538378522;756.8961431544453;4208.424840206875;0;0;37;126.0;571700
453;localidade 3;tipo 2;0.9759516740946336;0.5736252516790576;3890.314011016125;454.71009979304;415.2014533306386;0;0;41;158.0;555500
454;localidade 1;tipo 1;0.7853129698993666;0.3245268870414659;4348.25169365828;2788.283823494732;1360.4185689014093;0;0;5;58.0;891800
455;localidade 4;tipo 2;0.1340767897968785;0.2094918354908205;1321.2456341115605;1008.8530835249544;;0;0;8;197.0;361300
456;localidade 2;tipo 1;0.6061889630247598;0.1323572698490349;2015.507180382088;3158.750110402422;3337.343737999249;0;0;2;;223200
458;localidade 1;tipo 2;0.9138209274008458;0.3025557878930004;;2271.7789073980857;1149.1560099906687;0;0;12;;475700
459;localidade 2;tipo 1;0.7733882490965369;0.6134281680712564;2152.1378423304755;1644.0738164179768;1757.385367202856;1;0;4;190.0;195100
460;localidade 2;tipo 1;0.9363507721169488;0.1780360437503875;1383.642564271572;1372.742395228676;3429.000931925331;0;0;9;84.0;203100
461;localidade 4;tipo 2;0.5103566506428014;0.2281224395971456;1375.1675940224045;2315.143194874664;2242.9597929848333;0;0;2;87.0;377400
462;localidade 1;tipo 2;0.6861934261417845;0.2532851361920283;3877.975841197368;4000.248594166897;804.6859158577777;0;0;1;171.0;586600
463;localidade 2;tipo 1;0.7372794470557859;0.0702216219474186;905.4884283457733;2739.3957399187548;3755.576846984536;0;0;9;78.0;202400
464;localidade 2;tipo 1;0.1140044389571052;0.9393821947423426;6800.7667191642895;4441.469881445983;4786.367198911819;1;0;9;200.0;175900
465;localidade 3;tipo 1;0.2340283972278374;0.9092943313073764;4191.0529619277795;1284.4765184205198;3583.811299635161;0;0;43;75.0;598300
466;localidade 2;tipo 1;0.3936323431256447;0.7516293397003128;3774.941719471454;1270.0757327857386;1418.6282031547605;1;0;4;114.0;197900
468;localidade 4;tipo 1;0.8392045975484492;0.1896903198056204;2669.3987879925444;5113.87758071883;1804.6603477850185;0;0;9;174.0;657800
469;localidade 1;tipo 2;0.7517930509613412;0.2579463756916759;4482.808553919338;3500.260542716774;1462.335671838813;0;0;8;192.0;507500
470;localidade 3;tipo 1;0.1615626134958401;0.2120056692486641;3816.619767023806;3186.3167790597463;506.61853811251945;0;0;48;69.0;547000
471;localidade 4;tipo 2;0.1463831892355196;0.6967190294486862;3241.890776045862;1942.8100238346606;1713.5837351353039;0;0;6;88.0;349300
472;localidade 2;tipo 2;0.06447674636361901;0.9963067423962144;7390.124472993746;5134.423485986597;5516.94173455982;1;0;3;111.0;329700
473;localidade 4;tipo 2;0.4797316377129037;0.0255761710964179;1352.475041408382;1772.1160871060129;4090.751839662029;0;0;8;69.0;340200
474;localidade 2;tipo 1;0.7994524403074856;0.2667152288815506;1397.8092086374106;804.9953421527972;1949.127371541293;0;0;3;131.0;230300
475;localidade 2;tipo 1;0.2210880798864755;0.5357587720740895;3150.6385154665363;3740.1743034472634;3243.1207819169613;1;0;5;120.0;191300
476;localidade 3;tipo 1;0.6134165814654794;0.4621313902842399;222.32898305012367;3413.684744593628;2297.062341546199;0;0;36;75.0;750200
477;localidade 1;tipo 2;0.1875821367585869;0.9257931323845532;5513.2148080285215;2462.9207695793853;712.5047612675621;0;0;3;87.0;570400
478;localidade 1;tipo 2;0.5472872500635133;0.9211956739920264;4493.416498694548;1457.103891670006;3873.973002375834;0;0;14;185.0;454800
479;localidade 1;tipo 1;0.4755364452191758;0.5569069619955952;2243.3131006485414;1229.5395519332856;1392.3711722530622;1;0;12;125.0;716100
481;localidade 4;tipo 2;0.8632097961271603;0.0016839385222431;3003.10631675452;5534.479960629052;3699.752834593133;0;0;8;124.0;332500
482;localidade 3;tipo 1;0.907946599186526;0.9940111205809778;1473.0177977939802;3840.0565966618574;3950.6179543709295;0;0;32;74.0;780800
483;localidade 4;tipo 2;0.2948782349607149;0.7813687528496689;;3139.905665447783;2586.789359957784;1;0;13;80.0;273800
485;localidade 4;tipo 1;0.2812502400026309;0.5197591228708781;1996.9133354243368;2343.289993407694;1914.896005329652;0;0;8;191.0;671000
486;localidade 4;tipo 1;0.8423488737663949;0.0698734191330353;2618.8911735430365;5248.004583876615;2997.7698706046804;0;0;18;154.0;555000
487;localidade 1;tipo 2;0.6457275204002049;0.4143306526770947;3226.3330106750805;3440.0296372506373;1292.3552466296028;0;0;8;62.0;509600
488;localidade 2;tipo 2;0.8539650640242429;0.7805159094138864;2096.7472331181443;2797.2140728793956;3561.1495127156604;1;0;2;128.0;333600
489;localidade 1;tipo 2;0.4974695477993154;0.659435823585201;3191.6968085483427;1031.7360667863377;1669.8275689495176;0;0;12;66.0;481000
490;localidade 1;tipo 2;0.9558488756663016;0.7257941786585839;37.93240819895349;1487.0582062645733;3188.1786361868217;0;0;8;112.0;539300
491;localidade 4;tipo 1;0.7187691190643773;0.8731637412614911;7604.648952914791;2949.949983260216;3909.643962472038;1;0;17;172.0;508500
492;localidade 4;tipo 2;0.5782487768629692;0.8239519121788749;6247.600688033482;2029.98220406352;3666.0830228326927;1;0;2;162.0;332900
493;localidade 2;tipo 1;0.0342802263719521;0.0540627087136486;2070.546545266211;;;0;0;0;175.0;230900
494;localidade 2;tipo 1;0.1507322729013932;0.7454284178896652;4941.357102821064;3699.1605010448975;3694.4730581927174;1;0;10;119.0;175200
495;localidade 2;tipo 1;0.365609359926424;0.07743089041932699;3429.916133239801;5526.3868541931815;5121.108290877109;0;0;1;88.0;227100
496;localidade 3;tipo 1;0.1557061820810268;0.8889394938592932;4363.584930503899;1151.3636722830881;4275.891112348589;0;0;3;175.0;1393400
497;localidade 1;tipo 2;0.8111880820458076;0.120472925104126;5576.351780713046;4342.50088492406;2413.5616255642585;0;0;8;185.0;502100
498;localidade 3;tipo 1;0.8944404081321708;0.2224312238061444;3030.829379730333;1084.2667577800464;3809.489761639779;0;0;41;172.0;639700
499;localidade 1;tipo 2;0.5477511960293217;0.6572047810837391;3473.6495363139948;1531.7465303546314;1348.866896661288;0;0;8;78.0;511300
500;localidade 4;tipo 2;0.259672910668438;0.5016608084774217;1718.0991071636856;2143.8251778898634;2059.86538945906;0;0;6;141.0;348000
501;localidade 3;tipo 2;0.4489687055948185;0.1030966382038871;1835.584187611463;4420.396725551565;90.89782353484259;0;0;50;151.0;417500
504;localidade 4;tipo 1;0.1050174603420005;0.0278094775723671;2723.9905574208324;1998.4538188366955;2196.930917645828;0;0;15;131.0;588400
505;localidade 1;tipo 2;0.7674925687896416;0.4215180422874073;3561.486949784105;2389.963433456417;1201.5778131179409;0;0;3;148.0;557100
507;localidade 4;tipo 2;0.1218842592854906;0.3637945112786465;259.7104063684603;1737.2526090900442;847.7352320265928;0;0;8;179.0;367500
508;localidade 1;tipo 1;0.6295910541165333;0.1085233325964917;4166.2380103030055;5429.112535547965;1409.3124797672629;0;0;14;85.0;757500
510;localidade 2;tipo 2;0.2626714177509374;0.7261792532758449;4205.103934324849;2599.084204199631;2558.951135543121;1;1;3;63.0;254500
513;localidade 1;tipo 1;0.2376417399222721;0.6092079658247729;2340.892858571954;1622.3425422847845;3313.7491223287598;1;0;0;156.0;868200
514;localidade 1;tipo 2;0.1640750934556807;0.1061807296879192;3271.100841122488;5903.659905597912;552.6325791039537;1;0;8;120.0;472400
515;localidade 2;tipo 1;0.3297228071901368;0.8664259985016629;5077.685581084076;2182.837085893911;2647.8702275629234;1;0;4;64.0;195100
516;localidade 2;tipo 1;0.8826011758600205;0.7911927624741187;2015.5832286165657;2875.2662181798887;3813.348382036292;1;0;2;110.0;201300
517;localidade 3;tipo 1;0.7214230360754351;0.4752334749396112;1228.1075625694384;2688.5482655527653;2552.327761300409;0;0;42;177.0;617900
518;localidade 3;tipo 2;0.4394082501779006;0.9162198013165368;3277.300786069159;847.6446326314348;1841.0042008805206;0;0;19;71.0;844300
519;localidade 1;tipo 2;0.2183730625911357;0.7203965898588092;3453.2515084562947;1888.0188475307627;2219.7187464650265;1;0;11;107.0;428100
520;localidade 3;tipo 2;0.3574955349584583;0.2676804544482166;2389.1268652363924;2554.9955641855818;1048.823380939064;0;0;32;200.0;632100
521;localidade 4;tipo 2;0.5437063462264373;0.1767762464967135;762.9884302725789;2384.779507720872;2827.436942639443;0;0;24;119.0;255300
522;localidade 3;tipo 1;0.0833447280278686;0.0064168989641687;5506.832880090346;5385.968994208561;1868.0721343056452;0;0;39;109.0;657300
523;localidade 1;tipo 2;0.15627518754573497;0.1399831117628031;3023.287174080478;5626.684890101678;870.9427295767414;1;0;13;134.0;425400
524;localidade 1;tipo 2;0.8445796320141099;0.1190619157159836;5876.920138719281;4232.307039969052;2709.898161496145;0;0;2;149.0;557300
526;localidade 4;tipo 2;0.8921225733989363;0.8074751073872514;7608.311876754762;3763.03722290094;3721.74094257058;1;0;6;230.0;313600
527;localidade 4;tipo 1;0.7223307309177811;0.2648347150141129;2063.1812763527028;3896.958231271143;1370.062455522074;0;0;8;59.0;677200
528;localidade 3;tipo 1;0.7854107594669317;0.5226114815781846;1918.263293086573;;1765.285274244361;0;0;28;66.0;850000
529;localidade 1;tipo 2;0.5369741602934689;0.8958418749118909;4484.569529213463;1443.5813469068444;3644.750652675508;0;0;3;85.0;552700
530;localidade 2;tipo 1;0.8244554253917169;0.7868142593769129;2341.804335708917;2917.5861445909413;3300.8606251811048;1;0;3;87.0;196900
531;localidade 1;tipo 2;0.4203195289346804;0.5341877501145705;1721.3853549859493;1182.1622031244665;1934.3936702252288;1;0;22;;353200
532;localidade 2;tipo 1;0.1067792389485113;0.4229197026950699;1688.618103084817;5336.0502944438485;4790.247236564582;1;0;12;125.0;169400
533;localidade 1;tipo 2;0.6563227906871579;0.0746179099936198;4593.233944918519;5525.500447519023;1800.320362739415;0;0;10;170.0;487700
534;localidade 1;tipo 1;0.4947251967063376;0.0471406507853283;3844.831078637133;6107.045330076515;1374.9129131374527;0;0;20;82.0;673400
535;localidade 1;tipo 2;0.4343404443664235;0.2152575237291399;2080.642275048108;4361.505814329977;;1;0;17;102.0;392800
536;localidade 3;tipo 2;0.1872384203124267;0.6958594271018905;2671.1241424277964;901.2015521292576;3946.754059298203;0;0;32;185.0;637900
537;localidade 1;tipo 2;0.9653911813004186;0.1446557557876169;5816.025500753874;3738.2075037050645;2807.839020403397;0;0;4;106.0;538400
538;localidade 1;tipo 2;0.8730552027529401;0.3629166142773162;3716.8454471682176;1918.8374709993334;;0;0;12;218.0;491200
539;localidade 3;tipo 1;0.24407604678539999;0.0142361133319903;4031.265321383849;4963.717084599821;2150.0835475414237;0;0;27;121.0;865700
540;localidade 3;tipo 2;0.5053155318444598;0.7227321503648007;2348.5703753510847;1949.5822424498722;923.7940271280307;0;0;31;;655400
541;localidade 2;tipo 1;0.2330583411096713;0.6777207299752017;4047.271707558565;2988.751358308888;;1;1;1;112.0;159000
542;localidade 1;tipo 2;0.1362144471171457;0.5899660641362594;2730.896567875836;1806.827839057008;3283.6741226194536;1;0;10;87.0;436000
543;localidade 4;tipo 1;0.6798490544897885;0.5142877998470692;4136.864660229186;1569.9496348719724;447.6022996219917;0;0;16;174.0;613200
544;localidade 4;tipo 2;0.0757349945144552;0.4523362861836495;1065.571060613344;824.8462084629609;1840.0506028581162;0;0;8;133.0;355300
545;localidade 3;tipo 1;0.47772057974140203;0.5025286722171769;915.1893577141292;2024.7736794204648;1590.1482518001515;0;0;30;112.0;838900
546;localidade 3;tipo 2;0.6002004068745506;0.8237194719039128;2164.2483909713737;1201.6691170436725;463.9393393727984;0;0;30;230.0;693400
547;localidade 3;tipo 1;0.2756613478124812;0.7546587578863503;2605.996553904595;776.1211517702181;2972.7534027079932;0;0;40;110.0;664100
548;localidade 1;tipo 2;0.0749332420314263;0.2250577637004078;2995.2555908330933;5132.009734175085;2036.360240733745;1;0;10;210.0;435100
549;localidade 2;tipo 1;0.0554122677846723;0.3566221933215882;1009.2315913114044;6156.009905306172;5584.174642062515;0;0;7;112.0;212900
550;localidade 4;tipo 2;0.7468063104445772;0.2702158802266046;2272.000020132018;3954.1429027529466;1178.2096214332055;0;0;26;154.0;240700
552;localidade 1;tipo 2;0.1324196527776354;0.0260128352071589;4126.858648887914;6765.331668375021;797.1573478233911;1;0;10;222.0;450200
553;localidade 4;tipo 2;0.3795872146141288;0.2704966134863744;2545.860885974089;1823.1408006701813;1924.6622251200406;0;0;11;128.0;318800
554;localidade 3;tipo 1;0.4442564162679413;0.6463281567868759;1389.2297849956933;2172.842808203708;1898.5135659763746;0;0;1;148.0;1433100
555;localidade 1;tipo 1;0.261636265052536;0.7090329084198441;3234.9156836241305;1457.8913833639779;2540.626106621677;1;0;19;151.0;618300
556;localidade 2;tipo 1;0.3524831652540081;0.3179404503170556;1905.830208681445;4729.5105640495785;3906.352188409736;1;0;3;205.0;195800
557;localidade 4;tipo 2;0.41748391119573897;0.2871357605974428;2416.3706029170207;2128.5619228623264;1641.9488933559894;0;0;5;141.0;353600
558;localidade 1;tipo 2;0.2937252223741015;0.2775561345079951;1179.5713096827815;3855.285888225795;1718.6647533776952;1;0;2;149.0;510300
559;localidade 2;tipo 2;0.2478924741052939;0.8148614007848667;5009.026862436414;2779.145240740725;2998.4057524434943;1;0;4;141.0;322600
560;localidade 2;tipo 1;0.4125516793362941;0.1304586626461191;2903.1271467929278;4884.32147323617;4413.712348742178;0;0;6;204.0;210100
561;localidade 1;tipo 2;0.9908936888482288;0.6380079677828481;962.736140139034;562.4783583406656;;0;0;5;162.0;568300
562;localidade 2;tipo 1;0.9119326777027214;0.3251702130590497;2237.6700781023637;211.29230439061797;2250.554055047751;0;0;4;101.0;228300
563;localidade 2;tipo 1;0.4006116888284731;0.2397678368658168;2014.940126060288;4709.41090509729;3813.3734102711455;0;0;4;112.0;213700
564;localidade 3;tipo 1;0.9199425213613912;0.6497895455943988;3527.9602583938536;494.4789439485022;551.6983505723343;0;0;19;162.0;1123200
565;localidade 1;tipo 2;0.4233765598018623;0.140457072600617;2701.178400108906;5099.550957874209;359.2561483609753;1;0;11;113.0;451300
566;localidade 2;tipo 1;0.7759364230725389;0.021054735399583;1107.6547724791485;3046.0589543153474;4278.511614992479;0;0;1;107.0;230300
567;localidade 2;tipo 1;0.5123870215458182;0.3833829409646163;195.53597955170963;3607.092609926344;2183.4202697890614;0;0;3;196.0;235000
568;localidade 3;tipo 1;0.6075842383155511;0.4980207467742004;212.2312306647097;3324.192398088623;2429.82758899032;0;0;38;147.0;716100
569;localidade 4;tipo 2;0.7486708919121657;0.0788379127579697;1681.0019707956426;4307.876285561908;2962.237806222205;0;0;8;140.0;336100
570;localidade 3;tipo 1;0.2820590656708077;0.1053858083258481;3294.9423426904063;4042.9010463369927;1578.3705614551404;0;0;47;149.0;536000
571;localidade 2;tipo 2;0.5487499702642039;0.0709837869552257;2649.505028884127;;4124.906147092324;0;0;8;79.0;333500
572;localidade 3;tipo 1;0.4354485506574607;0.6217881667198175;1129.3830015966782;1954.6748594511025;2142.208384685835;0;0;45;155.0;574500
573;localidade 3;tipo 1;0.7325230554201401;0.1986356932169107;1425.9419707897955;2498.335113583741;3078.5570535044094;0;0;32;103.0;783600
575;localidade 4;tipo 1;0.417179068671061;0.7207846232076145;4411.7339755115645;1781.7830543909015;2775.747854026609;1;0;6;130.0;624500
576;localidade 3;tipo 2;0.5117418260032142;0.5761398394608511;1305.2740628768975;2455.5582899247242;2196.1659060085003;0;0;40;62.0;518600
577;localidade 3;tipo 1;0.0229157571174555;0.8346250646748319;4821.641421917592;1241.152836470067;5502.073014740723;0;0;17;98.0;1077000
578;localidade 4;tipo 2;0.023371173023311;0.8831814323275545;5252.492606687482;3542.762114758075;541.9943032173906;0;0;21;173.0;274100
579;localidade 3;tipo 2;0.6937103977455223;0.9519785514644126;710.1964704040587;1731.5552272883044;2050.8068260228383;0;0;45;141.0;469300
580;localidade 3;tipo 1;0.311846353377967;0.0938522660636577;3062.3185245027403;4173.655000443699;1283.633573903181;0;0;37;98.0;697700
581;localidade 4;tipo 2;0.2133455772969021;0.6853789980591104;3199.437251883513;2277.320370880721;2261.209970114891;0;0;11;156.0;318100
582;localidade 4;tipo 1;0.6530685786498129;0.6292514073675458;5219.675055355321;883.6615592070277;1580.3061584935683;1;0;9;73.0;613600
583;localidade 3;tipo 1;0.7399902823015221;0.7214351313469461;2456.0487442404506;2387.876875493413;1813.7357557210528;0;0;13;58.0;1148700
584;localidade 4;tipo 2;0.9094045953293324;0.7628792062715475;7278.505533454379;3722.8872745373615;3435.862705108918;1;0;26;202.0;211300
585;localidade 4;tipo 2;0.0410453609249585;0.4055643884740063;1103.5706342790443;1242.8769840442392;1634.4287818616172;0;0;12;156.0;321700
587;localidade 1;tipo 1;0.5740743095597659;0.7186388489189516;3780.6788070276702;1624.9804038951975;1834.3573558146707;0;0;1;;951500
588;localidade 4;tipo 2;0.8337805177937456;0.1931678260216196;2628.1056597083602;5055.516681938434;1762.859134762529;0;0;16;144.0;287900
589;localidade 2;tipo 2;0.95912204158199;0.3189943225320519;2443.991850732417;622.8528795066358;2689.8466119365257;0;0;6;146.0;362100
590;localidade 1;tipo 2;0.1473113477811608;0.5311634801224423;2250.8516732177504;2361.985845597811;3877.979911781409;1;0;12;118.0;419400
591;localidade 1;tipo 2;0.5472257832210513;0.371951103523077;2241.9085625160465;3167.619614952047;1376.4501391700846;1;0;4;181.0;489800
592;localidade 2;tipo 2;0.3744296111046803;0.5812477624240564;2375.4767784268024;2308.2759985146067;;1;0;8;152.0;300900
594;localidade 4;tipo 1;0.1960090585148801;0.5783038283707684;2116.8299861641613;1566.0884135404415;2832.363331011311;0;0;11;92.0;638100
595;localidade 4;tipo 2;0.0077049642965794;0.7804660859445158;4308.504943888142;2538.437903299789;614.6341710945577;0;0;13;150.0;319100
596;localidade 2;tipo 1;0.5784686919347372;0.3109917304392753;1017.9647502733344;2875.0588206536268;1964.730206220151;0;0;2;98.0;226900
599;localidade 3;tipo 2;0.1050830167510612;0.7457001860238833;3621.0698372960633;221.09678770734416;4679.031388699411;0;0;5;84.0;1125200
600;localidade 2;tipo 2;0.9304497474846812;0.8287122814290917;2169.2442849965882;3265.4505176316466;4364.09292444408;1;0;7;144.0;305600
601;localidade 4;tipo 2;0.2285877520393529;0.4629487982891717;1222.2892946531194;1933.4474305435867;1760.0266002188714;0;0;17;68.0;289600
602;localidade 2;tipo 2;0.2350617588396381;0.5930449797671483;3498.852962607361;3306.0466323912465;2905.6534530130784;1;0;2;175.0;335100
603;localidade 4;tipo 1;0.4994007094979212;0.4801849280023215;3691.069769906483;1557.1505485291989;534.9054491413119;0;0;9;144.0;693100
604;localidade 2;tipo 1;0.2559468316408346;0.9574104632762932;6210.391811662026;3299.185308465532;3816.22623112182;1;0;8;64.0;180000
605;localidade 4;tipo 2;0.9718156290608699;0.2222581762084189;4033.5534934972743;5698.737723325054;2161.502875596088;0;0;10;132.0;321300
606;localidade 1;tipo 2;0.6859549132720839;0.0297009210234917;5119.075729513364;5731.3098714848575;2319.911918207913;0;0;18;134.0;416600
607;localidade 2;tipo 1;0.9582499340134408;0.7557640288145226;1393.8609993739751;2593.460122449273;3901.758820784875;1;0;1;194.0;205400
608;localidade 1;tipo 2;0.9551201999094608;0.1482343997780461;5778.793526818555;3709.6655730367743;2746.378802462016;0;0;13;82.0;459400
610;localidade 4;tipo 2;0.1956591635248173;0.2901229519593965;960.368927693;1791.6442894258953;236.00960670356181;0;0;21;168.0;285400
611;localidade 2;tipo 1;0.2667788078876032;0.8685331419863864;5370.409084032712;2757.9137994649764;3130.911551956081;1;0;12;115.0;167800
612;localidade 1;tipo 2;0.4559441720995015;0.2539313403814763;1907.518132592677;4003.79343355943;1379.077454411153;1;0;8;110.0;455300
613;localidade 3;tipo 1;0.573313717694375;0.3843742855622533;977.3409539621307;3232.005597344378;1673.319491571498;0;0;47;71.0;549000
614;localidade 3;tipo 2;0.4750381951308895;0.7235054935479995;2219.724766252152;1994.1835052492406;1154.7734945755205;0;0;6;93.0;1060500
615;localidade 3;tipo 2;0.6205510880871441;0.4636617773265551;265.9240216526608;3482.297412059256;2367.815448662026;0;0;33;101.0;645000
616;localidade 3;tipo 1;0.1172949297003743;0.7338193402842843;3451.525824702534;279.83631077596164;4569.864989010506;0;0;33;151.0;804300
617;localidade 2;tipo 2;0.0724412610515258;0.0895952942973786;1677.5923019694785;8063.492978487909;7336.995648096996;0;0;3;124.0;367600
618;localidade 3;tipo 1;0.0005304133641423;0.360161653540169;4187.058899998187;3128.4716946339604;2051.7055144697733;0;0;38;115.0;673800
619;localidade 2;tipo 1;0.7494012173993713;0.1594201333701077;665.978823480633;;2873.7305240828387;0;0;16;75.0;180800
620;localidade 3;tipo 1;0.0238602314071419;0.1315746773774883;5318.318291095295;4540.644747201721;1090.9579479581637;0;0;7;;1302600
621;localidade 4;tipo 1;0.6748966390404058;0.1407038282525614;954.9356233979248;3590.083915584084;2657.325224044753;0;0;16;121.0;594200
622;localidade 2;tipo 1;0.8979021469067912;0.8091555747329112;2100.0573120717318;3051.7919125424355;4041.251206819944;1;0;2;173.0;200900
623;localidade 1;tipo 2;0.1943832986908639;0.1279148416492093;2937.6512676099824;5588.537470827691;627.1793987616197;1;0;16;203.0;406400
624;localidade 2;tipo 1;0.5664154628316141;0.17290228767761498;2286.996801259692;3302.9770679038706;;0;0;4;84.0;216500
625;localidade 3;tipo 2;0.7086368241241547;0.9067808359264116;805.6948973203689;1847.365541558039;1819.9697661501223;0;0;3;116.0;1138400
626;localidade 4;tipo 1;0.9901438713608582;0.2392275762972331;4257.774336368723;5716.158286887022;2196.365496703957;0;0;15;148.0;589100
627;localidade 2;tipo 1;0.9515665955954626;0.7747576262626414;1593.9571502786819;2764.039850534905;4015.8276411609004;1;0;9;149.0;179100
628;localidade 3;tipo 2;0.4264494769044669;0.2328464942359339;1655.1597993690325;3153.2466910907488;1282.2183976247036;0;0;44;111.0;468700
629;localidade 2;tipo 2;0.2037563679201802;0.6907953177050983;4350.717429994842;3240.9679237750142;3101.753475037843;1;0;2;110.0;332700
630;localidade 1;tipo 2;0.2446815389657542;0.9526225125047852;5665.979942903615;3045.9048859493437;1325.622386906584;0;0;20;161.0;405700
631;localidade 2;tipo 1;0.9444010957693396;0.5785472663825619;603.2732206561084;888.5776595298869;2594.227662774789;1;0;8;175.0;192700
632;localidade 2;tipo 2;0.9569618869538136;0.3068773385449208;2336.2283669328394;594.9627186686255;2730.261367559255;0;0;2;134.0;387700
633;localidade 1;tipo 2;0.7171183626688044;0.6011360330597973;2661.1831729465725;2503.2466530183056;1203.8950968600611;0;0;22;89.0;391400
634;localidade 4;tipo 1;0.7291042091475566;0.3708171568363851;2968.829043176804;2994.9274369607288;832.5936564693487;0;0;18;168.0;574200
635;localidade 4;tipo 1;0.961948124152708;0.6083852403412219;6240.6744543371715;3971.074636526797;2807.3658829244127;0;0;9;155.0;657600
636;localidade 2;tipo 1;0.2173095828077896;0.2090447027300144;1516.1538787175873;6288.837635817287;5528.994323545656;0;0;13;66.0;184100
637;localidade 4;tipo 2;0.41370221857316797;0.3242173165469991;2716.9014137662007;2447.786471348988;1298.3358054928385;0;0;16;82.0;293100
638;localidade 3;tipo 2;0.5144927045817447;0.8175801883535204;2897.1559668237105;996.6726021834168;640.7258241564757;0;0;35;89.0;619300
639;localidade 1;tipo 2;0.0408393612556419;0.1225991382837641;3904.8325457054852;6138.015203145796;1705.6471735741711;1;0;17;92.0;385100
640;localidade 1;tipo 2;0.6775757264176304;0.3153396592116858;3618.0501098093378;3691.541569667701;986.9399449843337;0;0;17;90.0;436500
641;localidade 4;tipo 2;0.0172168943656387;0.9918031947965436;6325.920251537375;4630.675703827988;1615.9401540111844;0;0;7;76.0;342800
642;localidade 4;tipo 2;0.6232384263123413;0.4400904233385946;3305.517791662347;1904.008801523336;974.91763163752;0;0;11;159.0;325700
644;localidade 1;tipo 1;0.9371884668104458;0.9245002631076276;1989.518000896042;2751.5577440114916;5028.4773271709255;0;0;22;132.0;639100
645;localidade 1;tipo 1;0.8372945589841221;0.1761842308842957;5567.5552593335715;3727.44964701932;2420.871699971903;0;0;5;193.0;881600
646;localidade 3;tipo 1;0.4760020297812062;0.6007036072655138;1199.7422060158692;2203.414676012306;2096.856839013205;0;0;47;166.0;542400
647;localidade 3;tipo 2;0.5337577341583857;0.6290425998020184;1636.9617696480634;2846.527194660206;1628.7808294802924;0;0;29;97.0;669700
648;localidade 2;tipo 1;0.0673719420845647;0.6556845815571979;3983.8264067133205;4648.6284645223795;4466.568402068686;1;0;3;180.0;196900
650;localidade 3;tipo 2;0.685481962879547;0.6492836666804576;1913.4936261763453;2695.600234269189;1794.6405801170615;0;0;37;186.0;554000
651;localidade 3;tipo 2;0.8847971379153805;0.7385291216764092;2577.982265669802;;1505.1954137686032;0;0;28;90.0;687700
654;localidade 4;tipo 2;0.7814798122928895;0.1794202452030068;2088.451775641875;4701.0353992971795;1912.2580325172128;0;0;21;66.0;263000
656;localidade 3;tipo 2;0.1866695383248898;0.0541392116973479;4369.657812864385;4640.372304903721;1536.0966375014411;0;0;40;132.0;516400
657;localidade 1;tipo 2;0.3731989105590528;0.7628785485612135;3745.4826293314472;1153.0442549996876;2995.5836310921336;0;0;6;92.0;529200
658;localidade 4;tipo 2;0.8198476492847537;0.9576280743426586;8780.436329630886;4218.77750388675;4876.27664903202;1;0;1;61.0;340000
659;localidade 1;tipo 1;0.5122962415043926;0.0384290015250569;4002.706547519502;6223.780646985526;1566.7972067688447;0;0;3;70.0;918900
660;localidade 1;tipo 1;0.4375255673956267;0.1948562543160125;2271.902688898107;4567.586129556645;785.1131250179942;1;0;16;105.0;673400
661;localidade 1;tipo 2;0.7643654120982644;0.0233383375146736;5741.267046130705;5420.298956550487;2744.597611134059;0;0;5;140.0;528400
664;localidade 4;tipo 1;0.7904717298171303;0.3102529515315204;2864.225499461352;3842.073936257685;618.7562398803068;0;0;7;137.0;711200
665;localidade 2;tipo 2;0.5405834682076242;0.0534981605442943;2770.6555336131014;4156.045580959274;4317.8912572726895;0;0;5;104.0;351200
666;localidade 4;tipo 2;0.5638100873420415;0.2605153950986291;1499.6729977944206;2939.602398984701;2137.1716744044334;0;0;10;152.0;326200
